Date,OPEN,ZEPP,SLDP,COMM,WULF,WBX,WW,BE,RUN,MATV,FOSL,RDDT,ZIMV,SRFM,JOBY,ETHE,VHC,KSS,DQ,STEM,AMPX,SOFI,SNDX,KTOS,U,INBX,UAVS,AMLX,AEHR,SVRA
2025-07-30,2.07,12.1,3.17,8.12,5.01,5.43,42.19,37.62,10.15,6.89,1.7,149.33,18.88,4.43,16.82,31.09,16.44,11.37,22.63,14.24,7.01,21.87,9.99,58.01,32.97,22.99,2.07,7.97,17.84,2.56
2025-07-31,1.84,13.46,3.19,8.2,5.16,5.17,42.31,37.39,10.26,6.62,1.69,160.59,18.79,4.18,16.66,30.86,14.59,10.84,21.76,13.02,6.93,22.58,9.92,58.7,33.36,21.92,2.01,8.03,16.9,2.59
2025-08-01,2.1,13.0,3.11,7.79,4.76,4.83,42.99,36.72,9.85,6.26,1.59,188.64,18.76,3.96,17.16,28.98,12.81,10.73,20.67,12.23,6.36,21.23,9.98,56.71,31.83,21.6,1.92,7.72,16.84,2.59
2025-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-04,2.46,17.42,3.37,14.51,4.89,4.89,44.89,36.1,9.7,6.37,1.64,201.76,18.77,4.44,20.39,30.32,16.38,11.39,20.65,13.48,7.54,21.81,10.38,59.5,34.01,21.8,2.41,7.96,19.03,2.57
2025-08-05,2.52,24.06,3.62,14.77,5.06,4.64,41.65,37.61,9.42,6.56,1.63,199.09,18.86,4.3,19.49,29.51,15.0,11.5,21.41,11.91,8.32,21.54,12.57,59.4,33.94,20.93,2.48,8.18,18.48,2.7
2025-08-06,1.9,25.33,3.43,14.44,5.15,4.28,41.07,38.86,9.07,6.28,1.72,212.81,18.82,4.08,18.93,30.46,16.07,11.75,21.91,11.65,7.9,21.46,12.89,58.93,31.92,20.98,2.31,8.19,18.18,2.74
2025-08-07,1.85,24.3,4.48,14.99,4.94,4.29,38.03,36.8,12.0,8.46,1.71,211.82,18.85,4.16,17.25,31.99,16.85,11.29,21.59,12.45,7.72,22.08,12.72,59.08,33.57,21.34,2.24,7.84,18.81,2.63
2025-08-08,1.95,24.85,3.9,15.58,5.03,4.36,38.23,36.8,11.85,9.39,1.67,215.44,18.81,3.99,16.64,33.59,15.5,11.12,21.21,12.72,8.06,22.1,12.48,63.88,33.25,21.06,2.09,7.64,18.2,2.64
2025-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-11,2.31,31.8,3.91,15.24,5.4,4.39,33.54,37.65,11.6,9.41,1.72,220.75,18.83,4.12,17.07,35.2,15.5,12.21,21.9,13.93,7.69,22.42,12.51,65.41,33.19,21.4,2.03,7.82,17.48,2.7
2025-08-12,2.47,34.24,4.13,15.25,5.24,4.55,33.12,41.25,11.42,10.41,1.75,224.02,18.85,4.19,18.01,37.35,15.36,12.83,21.78,14.18,7.76,23.65,12.97,69.14,37.29,21.92,2.13,8.2,19.45,2.58
2025-08-13,2.42,34.76,4.82,15.24,5.46,4.55,33.23,44.08,10.93,11.16,1.81,234.77,18.85,4.88,17.79,39.15,14.75,14.0,21.8,15.24,7.67,23.81,13.45,68.75,37.94,23.57,2.15,8.3,20.16,2.7
2025-08-14,3.04,35.11,5.37,15.07,8.71,4.45,32.18,45.11,10.48,11.46,2.35,243.47,18.83,4.75,17.37,37.48,14.01,14.46,21.26,14.7,7.44,23.29,14.73,69.12,38.42,23.94,2.05,8.41,18.86,3.01
2025-08-15,3.17,33.86,5.06,15.5,8.97,4.36,31.74,45.28,13.92,11.58,3.1,246.5,18.85,4.43,16.63,36.22,13.95,13.77,22.97,14.78,7.11,23.77,15.74,68.5,38.01,23.33,2.05,8.0,18.31,3.04
2025-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
