Symbol,n_change,n_gain,gain_ratio,relative_change,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean,start_date,end_date,date_trailing_end
SSYS,380,169,0.44,-0.18999999999999995,60,31,0.52,0.20895522388059695,0.4151,714,2024-01-02,2025-07-10,2025-04-14
GT,380,181,0.48,-0.18999999999999995,60,29,0.48,0.20895522388059695,0.4149,715,2024-01-02,2025-07-10,2025-04-14
TILPX,380,208,0.55,0.3899999999999999,60,34,0.57,0.20869565217391295,0.4148,716,2024-01-02,2025-07-10,2025-04-14
BDAFX,380,210,0.55,0.3899999999999999,60,32,0.53,0.20869565217391295,0.4147,717,2024-01-02,2025-07-10,2025-04-14
FEDGX,380,202,0.53,0.15999999999999992,60,42,0.7,0.20833333333333326,0.4146,718,2024-01-02,2025-07-10,2025-04-14
YFSNX,380,187,0.49,0.15999999999999992,60,41,0.68,0.20833333333333326,0.4146,718,2024-01-02,2025-07-10,2025-04-14
DMAGX,380,203,0.53,0.44999999999999996,60,41,0.68,0.20833333333333326,0.4146,718,2024-01-02,2025-07-10,2025-04-14
IR,380,195,0.51,0.15999999999999992,60,34,0.57,0.20833333333333326,0.4141,721,2024-01-02,2025-07-10,2025-04-14
FSRFX,380,188,0.49,0.15999999999999992,60,31,0.52,0.20833333333333326,0.4139,722,2024-01-02,2025-07-10,2025-04-14
ANOIX,380,194,0.51,0.21999999999999997,60,37,0.62,0.20792079207920788,0.4135,723,2024-01-02,2025-07-10,2025-04-14
FDLSX,380,209,0.55,0.3400000000000001,60,39,0.65,0.2072072072072071,0.4122,724,2024-01-02,2025-07-10,2025-04-14
JACBX,380,205,0.54,0.3400000000000001,60,32,0.53,0.2072072072072071,0.4117,725,2024-01-02,2025-07-10,2025-04-14
BDAUX,380,210,0.55,0.3999999999999999,60,32,0.53,0.2068965517241379,0.4111,726,2024-01-02,2025-07-10,2025-04-14
BDAIX,380,210,0.55,0.3999999999999999,60,32,0.53,0.2068965517241379,0.4111,726,2024-01-02,2025-07-10,2025-04-14
FEDAX,380,202,0.53,0.16999999999999993,60,41,0.68,0.2061855670103092,0.4103,728,2024-01-02,2025-07-10,2025-04-14
FEDTX,380,201,0.53,0.16999999999999993,60,41,0.68,0.2061855670103092,0.4103,728,2024-01-02,2025-07-10,2025-04-14
RMD,380,198,0.52,0.52,60,32,0.53,0.20634920634920628,0.4101,730,2024-01-02,2025-07-10,2025-04-14
IEGYX,380,206,0.54,0.22999999999999998,60,39,0.65,0.2058823529411764,0.4096,731,2024-01-02,2025-07-10,2025-04-14
RAIWX,380,208,0.55,0.29000000000000004,60,42,0.7,0.20560747663551404,0.4092,732,2024-01-02,2025-07-10,2025-04-14
SIRI,380,181,0.48,-0.53,60,39,0.65,0.20512820512820507,0.4081,733,2024-01-02,2025-07-10,2025-04-14
ALK,380,189,0.5,0.4099999999999999,60,36,0.6,0.20512820512820507,0.4079,734,2024-01-02,2025-07-10,2025-04-14
ADX,380,216,0.57,0.47,60,38,0.63,0.20491803278688514,0.4076,735,2024-01-02,2025-07-10,2025-04-14
HWSCX,380,191,0.5,0.06000000000000005,60,34,0.57,0.20454545454545459,0.4066,736,2024-01-02,2025-07-10,2025-04-14
AXVIX,380,181,0.48,0.06000000000000005,60,32,0.53,0.20454545454545459,0.4065,737,2024-01-02,2025-07-10,2025-04-14
OPY,380,200,0.53,0.6499999999999999,60,36,0.6,0.20437956204379537,0.4065,737,2024-01-02,2025-07-10,2025-04-14
FEDDX,380,201,0.53,0.17999999999999994,60,42,0.7,0.20408163265306123,0.4062,739,2024-01-02,2025-07-10,2025-04-14
PVFAX,380,192,0.51,0.1200000000000001,60,35,0.58,0.20430107526881724,0.4062,739,2024-01-02,2025-07-10,2025-04-14
FIQGX,380,201,0.53,0.17999999999999994,60,41,0.68,0.20408163265306123,0.4061,741,2024-01-02,2025-07-10,2025-04-14
FSCIX,380,199,0.52,0.17999999999999994,60,38,0.63,0.20408163265306123,0.406,742,2024-01-02,2025-07-10,2025-04-14
FZAOX,380,197,0.52,0.17999999999999994,60,36,0.6,0.20408163265306123,0.4059,743,2024-01-02,2025-07-10,2025-04-14
XYL,380,205,0.54,0.17999999999999994,60,36,0.6,0.20408163265306123,0.4059,743,2024-01-02,2025-07-10,2025-04-14
VHCOX,380,209,0.55,0.24,60,37,0.62,0.20388349514563098,0.4055,745,2024-01-02,2025-07-10,2025-04-14
ANOHX,380,195,0.51,0.24,60,36,0.6,0.20388349514563098,0.4055,745,2024-01-02,2025-07-10,2025-04-14
VHCAX,380,209,0.55,0.24,60,37,0.62,0.20388349514563098,0.4055,745,2024-01-02,2025-07-10,2025-04-14
LFMGX,380,196,0.52,0.24,60,37,0.62,0.20388349514563098,0.4055,745,2024-01-02,2025-07-10,2025-04-14
LMIYX,380,195,0.51,0.24,60,37,0.62,0.20388349514563098,0.4055,745,2024-01-02,2025-07-10,2025-04-14
RYHOX,380,216,0.57,0.3600000000000001,60,37,0.62,0.20353982300884965,0.4049,750,2024-01-02,2025-07-10,2025-04-14
SGZFX,380,219,0.58,0.3600000000000001,60,37,0.62,0.20353982300884965,0.4049,750,2024-01-02,2025-07-10,2025-04-14
VIST,380,189,0.5,0.72,60,27,0.45,0.20279720279720292,0.4026,752,2024-01-02,2025-07-10,2025-04-14
HWSIX,380,193,0.51,0.07000000000000006,60,35,0.58,0.202247191011236,0.4022,753,2024-01-02,2025-07-10,2025-04-14
HWSAX,380,193,0.51,0.07000000000000006,60,35,0.58,0.202247191011236,0.4022,753,2024-01-02,2025-07-10,2025-04-14
CSMVX,380,205,0.54,0.25,60,35,0.58,0.20192307692307687,0.4015,755,2024-01-02,2025-07-10,2025-04-14
CSCO,380,209,0.55,0.42999999999999994,60,35,0.58,0.2016806722689075,0.4011,756,2024-01-02,2025-07-10,2025-04-14
ALLIX,380,209,0.55,0.3700000000000001,60,34,0.57,0.20175438596491246,0.4011,756,2024-01-02,2025-07-10,2025-04-14
EFXT,380,202,0.53,0.79,60,35,0.58,0.20134228187919456,0.4004,758,2024-01-02,2025-07-10,2025-04-14
JORRX,380,208,0.55,0.32000000000000006,60,45,0.75,0.19999999999999996,0.3982,759,2024-01-02,2025-07-10,2025-04-14
AUERX,380,212,0.56,0.19999999999999996,60,40,0.67,0.19999999999999996,0.398,760,2024-01-02,2025-07-10,2025-04-14
PCEKX,380,203,0.53,0.26,60,38,0.63,0.19999999999999996,0.3979,761,2024-01-02,2025-07-10,2025-04-14
FERIX,380,206,0.54,0.43999999999999995,60,38,0.63,0.19999999999999996,0.3979,761,2024-01-02,2025-07-10,2025-04-14
PVFYX,380,200,0.53,0.26,60,38,0.63,0.19999999999999996,0.3979,761,2024-01-02,2025-07-10,2025-04-14
TSMMX,380,201,0.53,0.26,60,36,0.6,0.19999999999999996,0.3978,764,2024-01-02,2025-07-10,2025-04-14
WESNX,380,197,0.52,0.1399999999999999,60,37,0.62,0.19999999999999996,0.3978,764,2024-01-02,2025-07-10,2025-04-14
CSMCX,380,204,0.54,0.26,60,35,0.58,0.19999999999999996,0.3977,766,2024-01-02,2025-07-10,2025-04-14
AULNX,380,213,0.56,0.3799999999999999,60,34,0.57,0.19999999999999996,0.3977,766,2024-01-02,2025-07-10,2025-04-14
RYCYX,380,203,0.53,0.26,60,34,0.57,0.19999999999999996,0.3977,766,2024-01-02,2025-07-10,2025-04-14
DREVX,380,213,0.56,0.3799999999999999,60,33,0.55,0.19999999999999996,0.3976,769,2024-01-02,2025-07-10,2025-04-14
PATH,380,186,0.49,-0.45999999999999996,60,32,0.53,0.19999999999999996,0.3975,770,2024-01-02,2025-07-10,2025-04-14
JBGS,380,200,0.53,0.1399999999999999,60,32,0.53,0.19999999999999996,0.3975,770,2024-01-02,2025-07-10,2025-04-14
CNH,380,187,0.49,0.19999999999999996,60,31,0.52,0.19999999999999996,0.3974,772,2024-01-02,2025-07-10,2025-04-14
NWL,380,169,0.44,-0.28,60,30,0.5,0.19999999999999996,0.3974,772,2024-01-02,2025-07-10,2025-04-14
DVN,380,189,0.5,-0.21999999999999997,60,28,0.47,0.19999999999999996,0.3972,774,2024-01-02,2025-07-10,2025-04-14
JORFX,380,211,0.56,0.33000000000000007,60,46,0.77,0.19819819819819817,0.3947,775,2024-01-02,2025-07-10,2025-04-14
JORNX,380,210,0.55,0.33000000000000007,60,45,0.75,0.19819819819819817,0.3947,775,2024-01-02,2025-07-10,2025-04-14
JANRX,380,213,0.56,0.33000000000000007,60,46,0.77,0.19819819819819817,0.3947,775,2024-01-02,2025-07-10,2025-04-14
JORAX,380,207,0.54,0.33000000000000007,60,44,0.73,0.19819819819819817,0.3946,778,2024-01-02,2025-07-10,2025-04-14
QCACX,380,212,0.56,0.44999999999999996,60,35,0.58,0.19834710743801653,0.3945,779,2024-01-02,2025-07-10,2025-04-14
SGGIX,380,209,0.55,0.3899999999999999,60,33,0.55,0.19827586206896552,0.3942,780,2024-01-02,2025-07-10,2025-04-14
SGGAX,380,209,0.55,0.3899999999999999,60,33,0.55,0.19827586206896552,0.3942,780,2024-01-02,2025-07-10,2025-04-14
SCQGX,380,209,0.55,0.3899999999999999,60,33,0.55,0.19827586206896552,0.3942,780,2024-01-02,2025-07-10,2025-04-14
NGDCX,380,207,0.54,0.33000000000000007,60,34,0.57,0.19819819819819817,0.3941,783,2024-01-02,2025-07-10,2025-04-14
RYLDX,380,203,0.53,0.27,60,34,0.57,0.19811320754716988,0.3939,784,2024-01-02,2025-07-10,2025-04-14
ANORX,380,194,0.51,0.20999999999999996,60,36,0.6,0.19801980198019797,0.3939,784,2024-01-02,2025-07-10,2025-04-14
DHAMX,380,201,0.53,0.20999999999999996,60,36,0.6,0.19801980198019797,0.3939,784,2024-01-02,2025-07-10,2025-04-14
DHANX,380,202,0.53,0.20999999999999996,60,36,0.6,0.19801980198019797,0.3939,784,2024-01-02,2025-07-10,2025-04-14
ANOAX,380,195,0.51,0.20999999999999996,60,37,0.62,0.19801980198019797,0.3939,784,2024-01-02,2025-07-10,2025-04-14
RYCVX,380,203,0.53,0.27,60,34,0.57,0.19811320754716988,0.3939,784,2024-01-02,2025-07-10,2025-04-14
MFIC,380,202,0.53,0.1499999999999999,60,38,0.63,0.19791666666666652,0.3938,790,2024-01-02,2025-07-10,2025-04-14
MSMLX,380,198,0.52,0.09000000000000008,60,42,0.7,0.19780219780219777,0.3937,791,2024-01-02,2025-07-10,2025-04-14
MISMX,380,197,0.52,0.09000000000000008,60,42,0.7,0.19780219780219777,0.3937,791,2024-01-02,2025-07-10,2025-04-14
GAP,380,172,0.45,0.1499999999999999,60,35,0.58,0.19791666666666652,0.3936,793,2024-01-02,2025-07-10,2025-04-14
JMIGX,380,195,0.51,0.09000000000000008,60,37,0.62,0.19780219780219777,0.3935,794,2024-01-02,2025-07-10,2025-04-14
LMVWX,380,191,0.5,0.09000000000000008,60,35,0.58,0.19780219780219777,0.3934,795,2024-01-02,2025-07-10,2025-04-14
LMVOX,380,190,0.5,0.09000000000000008,60,35,0.58,0.19780219780219777,0.3934,795,2024-01-02,2025-07-10,2025-04-14
LMVYX,380,191,0.5,0.09000000000000008,60,34,0.57,0.19780219780219777,0.3933,797,2024-01-02,2025-07-10,2025-04-14
BP,380,201,0.53,-0.030000000000000027,60,35,0.58,0.19753086419753085,0.3928,798,2024-01-02,2025-07-10,2025-04-14
PARA,380,191,0.5,-0.08999999999999997,60,37,0.62,0.19736842105263164,0.3926,799,2024-01-02,2025-07-10,2025-04-14
RJF,380,212,0.56,0.45999999999999996,60,38,0.63,0.19672131147540983,0.3914,800,2024-01-02,2025-07-10,2025-04-14
FIKBX,380,215,0.57,0.45999999999999996,60,38,0.63,0.19672131147540983,0.3914,800,2024-01-02,2025-07-10,2025-04-14
FFSIX,380,215,0.57,0.45999999999999996,60,38,0.63,0.19672131147540983,0.3914,800,2024-01-02,2025-07-10,2025-04-14
QAACX,380,213,0.56,0.45999999999999996,60,35,0.58,0.19672131147540983,0.3912,803,2024-01-02,2025-07-10,2025-04-14
ETO,380,222,0.58,0.3400000000000001,60,43,0.72,0.1964285714285714,0.3911,804,2024-01-02,2025-07-10,2025-04-14
NBGTX,380,210,0.55,0.3400000000000001,60,35,0.58,0.1964285714285714,0.3907,805,2024-01-02,2025-07-10,2025-04-14
NGDRX,380,208,0.55,0.3400000000000001,60,35,0.58,0.1964285714285714,0.3907,805,2024-01-02,2025-07-10,2025-04-14
NGDAX,380,211,0.56,0.3400000000000001,60,34,0.57,0.1964285714285714,0.3906,807,2024-01-02,2025-07-10,2025-04-14
TWCCX,380,212,0.56,0.3400000000000001,60,34,0.57,0.1964285714285714,0.3906,807,2024-01-02,2025-07-10,2025-04-14
ASLWX,380,215,0.57,0.3400000000000001,60,33,0.55,0.1964285714285714,0.3905,809,2024-01-02,2025-07-10,2025-04-14
ASDEX,380,215,0.57,0.3400000000000001,60,32,0.53,0.1964285714285714,0.3905,809,2024-01-02,2025-07-10,2025-04-14
MSEIX,380,205,0.54,0.28,60,34,0.57,0.19626168224299056,0.3903,811,2024-01-02,2025-07-10,2025-04-14
IEGAX,380,205,0.54,0.21999999999999997,60,39,0.65,0.196078431372549,0.3902,812,2024-01-02,2025-07-10,2025-04-14
ANOYX,380,197,0.52,0.21999999999999997,60,37,0.62,0.196078431372549,0.3901,813,2024-01-02,2025-07-10,2025-04-14
ANODX,380,195,0.51,0.21999999999999997,60,37,0.62,0.196078431372549,0.3901,813,2024-01-02,2025-07-10,2025-04-14
ANOGX,380,197,0.52,0.21999999999999997,60,37,0.62,0.196078431372549,0.3901,813,2024-01-02,2025-07-10,2025-04-14
LCMGX,380,196,0.52,0.21999999999999997,60,37,0.62,0.196078431372549,0.3901,813,2024-01-02,2025-07-10,2025-04-14
ANONX,380,194,0.51,0.21999999999999997,60,36,0.6,0.196078431372549,0.39,817,2024-01-02,2025-07-10,2025-04-14
DHTYX,380,198,0.52,0.21999999999999997,60,36,0.6,0.196078431372549,0.39,817,2024-01-02,2025-07-10,2025-04-14
YFSIX,380,189,0.5,0.15999999999999992,60,39,0.65,0.19587628865979378,0.3898,819,2024-01-02,2025-07-10,2025-04-14
NSC,380,193,0.51,0.15999999999999992,60,38,0.63,0.19587628865979378,0.3897,820,2024-01-02,2025-07-10,2025-04-14
FSCEX,380,193,0.51,0.15999999999999992,60,36,0.6,0.19587628865979378,0.3896,821,2024-01-02,2025-07-10,2025-04-14
QIACX,380,213,0.56,0.47,60,35,0.58,0.19512195121951215,0.3881,822,2024-01-02,2025-07-10,2025-04-14
QKACX,380,213,0.56,0.47,60,35,0.58,0.19512195121951215,0.3881,822,2024-01-02,2025-07-10,2025-04-14
CCSI,380,192,0.51,-0.07999999999999996,60,34,0.57,0.19480519480519476,0.3874,824,2024-01-02,2025-07-10,2025-04-14
SSGFX,380,219,0.58,0.3500000000000001,60,37,0.62,0.19469026548672574,0.3873,825,2024-01-02,2025-07-10,2025-04-14
OSIS,380,212,0.56,0.78,60,38,0.63,0.19463087248322153,0.3873,825,2024-01-02,2025-07-10,2025-04-14
AULRX,380,211,0.56,0.3500000000000001,60,34,0.57,0.19469026548672574,0.3872,827,2024-01-02,2025-07-10,2025-04-14
NGUAX,380,212,0.56,0.3500000000000001,60,34,0.57,0.19469026548672574,0.3872,827,2024-01-02,2025-07-10,2025-04-14
NGRDX,380,209,0.55,0.3500000000000001,60,35,0.58,0.19469026548672574,0.3872,827,2024-01-02,2025-07-10,2025-04-14
NGDLX,380,209,0.55,0.3500000000000001,60,33,0.55,0.19469026548672574,0.3871,830,2024-01-02,2025-07-10,2025-04-14
APGCX,380,204,0.54,0.3500000000000001,60,33,0.55,0.19469026548672574,0.3871,830,2024-01-02,2025-07-10,2025-04-14
EGY,380,174,0.46,-0.07999999999999996,60,29,0.48,0.19480519480519476,0.387,832,2024-01-02,2025-07-10,2025-04-14
VHGEX,380,202,0.53,0.29000000000000004,60,38,0.63,0.19444444444444442,0.3869,833,2024-01-02,2025-07-10,2025-04-14
DDM,380,204,0.54,0.29000000000000004,60,34,0.57,0.19444444444444442,0.3867,834,2024-01-02,2025-07-10,2025-04-14
FCAGX,380,203,0.53,0.22999999999999998,60,38,0.63,0.1941747572815533,0.3864,835,2024-01-02,2025-07-10,2025-04-14
IEGIX,380,205,0.54,0.22999999999999998,60,39,0.65,0.1941747572815533,0.3864,835,2024-01-02,2025-07-10,2025-04-14
IEGFX,380,205,0.54,0.22999999999999998,60,39,0.65,0.1941747572815533,0.3864,835,2024-01-02,2025-07-10,2025-04-14
FCIGX,380,203,0.53,0.22999999999999998,60,38,0.63,0.1941747572815533,0.3864,835,2024-01-02,2025-07-10,2025-04-14
VSEQX,380,205,0.54,0.22999999999999998,60,39,0.65,0.1941747572815533,0.3864,835,2024-01-02,2025-07-10,2025-04-14
IX,380,197,0.52,0.22999999999999998,60,36,0.6,0.1941747572815533,0.3863,840,2024-01-02,2025-07-10,2025-04-14
FEDIX,380,201,0.53,0.16999999999999993,60,41,0.68,0.19387755102040805,0.3859,841,2024-01-02,2025-07-10,2025-04-14
FFTYX,380,197,0.52,0.16999999999999993,60,38,0.63,0.19387755102040805,0.3858,842,2024-01-02,2025-07-10,2025-04-14
FSCTX,380,196,0.52,0.16999999999999993,60,36,0.6,0.19387755102040805,0.3857,843,2024-01-02,2025-07-10,2025-04-14
FSCDX,380,195,0.51,0.16999999999999993,60,36,0.6,0.19387755102040805,0.3857,843,2024-01-02,2025-07-10,2025-04-14
FCDCX,380,195,0.51,0.16999999999999993,60,36,0.6,0.19387755102040805,0.3857,843,2024-01-02,2025-07-10,2025-04-14
HON,380,195,0.51,0.16999999999999993,60,32,0.53,0.19387755102040805,0.3854,846,2024-01-02,2025-07-10,2025-04-14
ADM,380,188,0.49,-0.19999999999999996,60,28,0.47,0.19402985074626855,0.3854,846,2024-01-02,2025-07-10,2025-04-14
ETY,380,217,0.57,0.48,60,42,0.7,0.19354838709677424,0.3853,848,2024-01-02,2025-07-10,2025-04-14
FIVN,380,169,0.44,-0.63,60,30,0.5,0.19354838709677424,0.3846,849,2024-01-02,2025-07-10,2025-04-14
AXVNX,380,184,0.48,0.050000000000000044,60,33,0.55,0.19318181818181812,0.3841,850,2024-01-02,2025-07-10,2025-04-14
AULDX,380,213,0.56,0.3600000000000001,60,34,0.57,0.19298245614035103,0.3838,851,2024-01-02,2025-07-10,2025-04-14
AULGX,380,213,0.56,0.3600000000000001,60,34,0.57,0.19298245614035103,0.3838,851,2024-01-02,2025-07-10,2025-04-14
TWCUX,380,212,0.56,0.3600000000000001,60,34,0.57,0.19298245614035103,0.3838,851,2024-01-02,2025-07-10,2025-04-14
TWUIX,380,212,0.56,0.3600000000000001,60,34,0.57,0.19298245614035103,0.3838,851,2024-01-02,2025-07-10,2025-04-14
AULYX,380,213,0.56,0.3600000000000001,60,34,0.57,0.19298245614035103,0.3838,851,2024-01-02,2025-07-10,2025-04-14
APGAX,380,208,0.55,0.3600000000000001,60,33,0.55,0.19298245614035103,0.3837,856,2024-01-02,2025-07-10,2025-04-14
CSX,380,197,0.52,-0.010000000000000009,60,38,0.63,0.19277108433734935,0.3836,857,2024-01-02,2025-07-10,2025-04-14
GSBD,380,190,0.5,-0.010000000000000009,60,35,0.58,0.19277108433734935,0.3834,858,2024-01-02,2025-07-10,2025-04-14
ALLE,380,204,0.54,0.24,60,38,0.63,0.1923076923076923,0.3827,859,2024-01-02,2025-07-10,2025-04-14
PCOTX,380,198,0.52,0.24,60,38,0.63,0.1923076923076923,0.3827,859,2024-01-02,2025-07-10,2025-04-14
FCDAX,380,196,0.52,0.17999999999999994,60,37,0.62,0.19191919191919182,0.3819,861,2024-01-02,2025-07-10,2025-04-14
SSIFX,380,192,0.51,0.17999999999999994,60,36,0.6,0.19191919191919182,0.3818,862,2024-01-02,2025-07-10,2025-04-14
FCDTX,380,195,0.51,0.17999999999999994,60,36,0.6,0.19191919191919182,0.3818,862,2024-01-02,2025-07-10,2025-04-14
FEAAX,380,207,0.54,0.42999999999999994,60,38,0.63,0.19166666666666665,0.3814,864,2024-01-02,2025-07-10,2025-04-14
GVEQX,380,213,0.56,0.42999999999999994,60,37,0.62,0.19166666666666665,0.3814,864,2024-01-02,2025-07-10,2025-04-14
FAFCX,380,210,0.55,0.42999999999999994,60,36,0.6,0.19166666666666665,0.3813,866,2024-01-02,2025-07-10,2025-04-14
USPFX,380,198,0.52,0.1200000000000001,60,37,0.62,0.19148936170212782,0.381,867,2024-01-02,2025-07-10,2025-04-14
PEEAX,380,203,0.53,0.1200000000000001,60,35,0.58,0.19148936170212782,0.3809,868,2024-01-02,2025-07-10,2025-04-14
PEGEX,380,204,0.54,0.1200000000000001,60,35,0.58,0.19148936170212782,0.3809,868,2024-01-02,2025-07-10,2025-04-14
THOGX,380,217,0.57,0.3700000000000001,60,43,0.72,0.19130434782608718,0.3809,868,2024-01-02,2025-07-10,2025-04-14
PEGGX,380,205,0.54,0.1200000000000001,60,35,0.58,0.19148936170212782,0.3809,868,2024-01-02,2025-07-10,2025-04-14
EFX,380,194,0.51,0.1200000000000001,60,34,0.57,0.19148936170212782,0.3808,872,2024-01-02,2025-07-10,2025-04-14
VGIAX,380,217,0.57,0.3700000000000001,60,39,0.65,0.19130434782608718,0.3807,873,2024-01-02,2025-07-10,2025-04-14
VQNPX,380,217,0.57,0.3700000000000001,60,39,0.65,0.19130434782608718,0.3807,873,2024-01-02,2025-07-10,2025-04-14
APGZX,380,208,0.55,0.3700000000000001,60,34,0.57,0.19130434782608718,0.3805,875,2024-01-02,2025-07-10,2025-04-14
APGYX,380,210,0.55,0.3700000000000001,60,34,0.57,0.19130434782608718,0.3805,875,2024-01-02,2025-07-10,2025-04-14
SGGCX,380,208,0.55,0.3700000000000001,60,33,0.55,0.19130434782608718,0.3804,877,2024-01-02,2025-07-10,2025-04-14
GISOX,380,194,0.51,0.06000000000000005,60,38,0.63,0.1910112359550562,0.3801,878,2024-01-02,2025-07-10,2025-04-14
GISYX,380,193,0.51,0.06000000000000005,60,38,0.63,0.1910112359550562,0.3801,878,2024-01-02,2025-07-10,2025-04-14
FIDZX,380,214,0.56,0.31000000000000005,60,41,0.68,0.19090909090909092,0.38,880,2024-01-02,2025-07-10,2025-04-14
GTLLX,380,207,0.54,0.31000000000000005,60,38,0.63,0.19090909090909092,0.3799,881,2024-01-02,2025-07-10,2025-04-14
ACSLX,380,215,0.57,0.31000000000000005,60,32,0.53,0.19090909090909092,0.3796,882,2024-01-02,2025-07-10,2025-04-14
BIGUX,380,205,0.54,0.25,60,39,0.65,0.19047619047619047,0.3791,883,2024-01-02,2025-07-10,2025-04-14
BINIX,380,206,0.54,0.25,60,39,0.65,0.19047619047619047,0.3791,883,2024-01-02,2025-07-10,2025-04-14
PIOTX,380,201,0.53,0.25,60,37,0.62,0.19047619047619047,0.379,885,2024-01-02,2025-07-10,2025-04-14
VPMCX,380,214,0.56,0.25,60,37,0.62,0.19047619047619047,0.379,885,2024-01-02,2025-07-10,2025-04-14
VPMAX,380,214,0.56,0.25,60,37,0.62,0.19047619047619047,0.379,885,2024-01-02,2025-07-10,2025-04-14
PSLDX,380,197,0.52,0.25,60,37,0.62,0.19047619047619047,0.379,885,2024-01-02,2025-07-10,2025-04-14
AMIGX,380,208,0.55,0.25,60,36,0.6,0.19047619047619047,0.3789,889,2024-01-02,2025-07-10,2025-04-14
JLGZX,380,218,0.57,0.43999999999999995,60,38,0.63,0.1900826446280992,0.3783,890,2024-01-02,2025-07-10,2025-04-14
FSEAX,380,209,0.55,0.43999999999999995,60,38,0.63,0.1900826446280992,0.3783,890,2024-01-02,2025-07-10,2025-04-14
FIQPX,380,207,0.54,0.43999999999999995,60,38,0.63,0.1900826446280992,0.3783,890,2024-01-02,2025-07-10,2025-04-14
FAFSX,380,213,0.56,0.43999999999999995,60,37,0.62,0.1900826446280992,0.3782,893,2024-01-02,2025-07-10,2025-04-14
FCDIX,380,195,0.51,0.18999999999999995,60,36,0.6,0.18999999999999995,0.378,894,2024-01-02,2025-07-10,2025-04-14
FSSZX,380,196,0.52,0.18999999999999995,60,36,0.6,0.18999999999999995,0.378,894,2024-01-02,2025-07-10,2025-04-14
FDSCX,380,195,0.51,0.18999999999999995,60,36,0.6,0.18999999999999995,0.378,894,2024-01-02,2025-07-10,2025-04-14
OSCYX,380,193,0.51,0.18999999999999995,60,34,0.57,0.18999999999999995,0.3779,897,2024-01-02,2025-07-10,2025-04-14
MNSQX,380,194,0.51,0.18999999999999995,60,33,0.55,0.18999999999999995,0.3778,898,2024-01-02,2025-07-10,2025-04-14
NMR,380,204,0.54,0.43999999999999995,60,31,0.52,0.1900826446280992,0.3778,898,2024-01-02,2025-07-10,2025-04-14
FGRIX,380,216,0.57,0.3799999999999999,60,44,0.73,0.18965517241379315,0.3777,900,2024-01-02,2025-07-10,2025-04-14
FGIKX,380,216,0.57,0.3799999999999999,60,43,0.72,0.18965517241379315,0.3776,901,2024-01-02,2025-07-10,2025-04-14
ASML,380,201,0.53,0.1299999999999999,60,35,0.58,0.18947368421052624,0.3769,902,2024-01-02,2025-07-10,2025-04-14
PJGQX,380,204,0.54,0.1299999999999999,60,35,0.58,0.18947368421052624,0.3769,902,2024-01-02,2025-07-10,2025-04-14
JORIX,380,209,0.55,0.32000000000000006,60,45,0.75,0.18918918918918903,0.3768,904,2024-01-02,2025-07-10,2025-04-14
PBFDX,380,216,0.57,0.32000000000000006,60,39,0.65,0.18918918918918903,0.3766,905,2024-01-02,2025-07-10,2025-04-14
INVYX,380,221,0.58,0.32000000000000006,60,41,0.68,0.18918918918918903,0.3766,905,2024-01-02,2025-07-10,2025-04-14
ASERX,380,214,0.56,0.32000000000000006,60,32,0.53,0.18918918918918903,0.3762,907,2024-01-02,2025-07-10,2025-04-14
TWCAX,380,215,0.57,0.32000000000000006,60,32,0.53,0.18918918918918903,0.3762,907,2024-01-02,2025-07-10,2025-04-14
INCY,380,202,0.53,0.07000000000000006,60,35,0.58,0.18888888888888888,0.3757,909,2024-01-02,2025-07-10,2025-04-14
LFVCX,380,191,0.5,0.07000000000000006,60,35,0.58,0.18888888888888888,0.3757,909,2024-01-02,2025-07-10,2025-04-14
HVEIX,380,205,0.54,0.26,60,37,0.62,0.18867924528301883,0.3754,911,2024-01-02,2025-07-10,2025-04-14
JLGQX,380,219,0.58,0.44999999999999996,60,39,0.65,0.18852459016393452,0.3752,912,2024-01-02,2025-07-10,2025-04-14
FAFDX,380,211,0.56,0.44999999999999996,60,38,0.63,0.18852459016393452,0.3752,912,2024-01-02,2025-07-10,2025-04-14
SEEGX,380,219,0.58,0.44999999999999996,60,39,0.65,0.18852459016393452,0.3752,912,2024-01-02,2025-07-10,2025-04-14
JLGRX,380,219,0.58,0.44999999999999996,60,39,0.65,0.18852459016393452,0.3752,912,2024-01-02,2025-07-10,2025-04-14
