Symbol,n_change,n_gain,gain_ratio,relative_change,t,t_gain_sign,t_gain_sign_ratio,t_relative_change,t_harmonic_mean,t_rank_harmonic_mean,start_date,end_date,date_trailing_end
GILD,380,209,0.55,0.44999999999999996,60,31,0.52,0.08208955223880587,0.1637,2470,2024-01-02,2025-07-10,2025-04-14
CBOE,380,198,0.52,0.32000000000000006,60,34,0.57,0.08196721311475419,0.1635,2471,2024-01-02,2025-07-10,2025-04-14
DODBX,380,224,0.59,0.18999999999999995,60,41,0.68,0.08181818181818179,0.1633,2472,2024-01-02,2025-07-10,2025-04-14
JHEQX,380,213,0.56,0.19999999999999996,60,38,0.63,0.08108108108108092,0.1618,2473,2024-01-02,2025-07-10,2025-04-14
MNVAX,380,199,0.52,0.19999999999999996,60,29,0.48,0.08108108108108092,0.1617,2474,2024-01-02,2025-07-10,2025-04-14
PURCX,380,198,0.52,0.07000000000000006,60,37,0.62,0.08080808080808088,0.1613,2475,2024-01-02,2025-07-10,2025-04-14
EPD,380,211,0.56,0.3400000000000001,60,34,0.57,0.08064516129032273,0.1609,2476,2024-01-02,2025-07-10,2025-04-14
PBR-A,380,189,0.5,-0.06000000000000005,60,33,0.55,0.08045977011494254,0.1605,2477,2024-01-02,2025-07-10,2025-04-14
PURRX,380,198,0.52,0.08000000000000007,60,37,0.62,0.08000000000000007,0.1597,2478,2024-01-02,2025-07-10,2025-04-14
IGA,380,189,0.5,0.3500000000000001,60,28,0.47,0.08000000000000007,0.1595,2479,2024-01-02,2025-07-10,2025-04-14
DHT,380,189,0.5,0.21999999999999997,60,32,0.53,0.07964601769911517,0.1589,2480,2024-01-02,2025-07-10,2025-04-14
GLIFX,380,196,0.52,0.21999999999999997,60,36,0.6,0.07964601769911517,0.1589,2480,2024-01-02,2025-07-10,2025-04-14
AVY,380,195,0.51,-0.050000000000000044,60,29,0.48,0.07954545454545459,0.1587,2482,2024-01-02,2025-07-10,2025-04-14
AKAM,380,191,0.5,-0.31999999999999995,60,31,0.52,0.07936507936507953,0.1583,2483,2024-01-02,2025-07-10,2025-04-14
PUREX,380,198,0.52,0.09000000000000008,60,37,0.62,0.07920792079207928,0.1581,2484,2024-01-02,2025-07-10,2025-04-14
PURGX,380,198,0.52,0.09000000000000008,60,37,0.62,0.07920792079207928,0.1581,2484,2024-01-02,2025-07-10,2025-04-14
QLEIX,380,224,0.59,0.5,60,40,0.67,0.07913669064748219,0.158,2486,2024-01-02,2025-07-10,2025-04-14
CFMDX,380,189,0.5,0.09000000000000008,60,32,0.53,0.07920792079207928,0.158,2486,2024-01-02,2025-07-10,2025-04-14
CIMDX,380,187,0.49,0.09000000000000008,60,31,0.52,0.07920792079207928,0.158,2486,2024-01-02,2025-07-10,2025-04-14
SYY,380,199,0.52,0.09000000000000008,60,32,0.53,0.07920792079207928,0.158,2486,2024-01-02,2025-07-10,2025-04-14
DOCN,380,188,0.49,-0.18000000000000005,60,32,0.53,0.07894736842105265,0.1575,2490,2024-01-02,2025-07-10,2025-04-14
EXPD,380,191,0.5,-0.040000000000000036,60,29,0.48,0.0786516853932584,0.1569,2491,2024-01-02,2025-07-10,2025-04-14
VRGEX,380,202,0.53,0.10000000000000009,60,39,0.65,0.07843137254901977,0.1565,2492,2024-01-02,2025-07-10,2025-04-14
VGSAX,380,202,0.53,0.10000000000000009,60,39,0.65,0.07843137254901977,0.1565,2492,2024-01-02,2025-07-10,2025-04-14
VGISX,380,201,0.53,0.10000000000000009,60,38,0.63,0.07843137254901977,0.1565,2492,2024-01-02,2025-07-10,2025-04-14
GMOQX,380,199,0.52,0.24,60,36,0.6,0.07826086956521738,0.1562,2495,2024-01-02,2025-07-10,2025-04-14
GMCDX,380,201,0.53,0.24,60,39,0.65,0.07826086956521738,0.1562,2495,2024-01-02,2025-07-10,2025-04-14
GMDFX,380,203,0.53,0.24,60,37,0.62,0.07826086956521738,0.1562,2495,2024-01-02,2025-07-10,2025-04-14
ATUS,380,182,0.48,-0.17000000000000004,60,34,0.57,0.07792207792207795,0.1555,2498,2024-01-02,2025-07-10,2025-04-14
DRI,380,192,0.51,0.3899999999999999,60,31,0.52,0.07751937984496116,0.1547,2499,2024-01-02,2025-07-10,2025-04-14
MUNDX,380,206,0.54,0.1200000000000001,60,35,0.58,0.0769230769230771,0.1535,2500,2024-01-02,2025-07-10,2025-04-14
FKRCX,380,205,0.54,0.98,60,35,0.58,0.07608695652173902,0.1518,2501,2024-01-02,2025-07-10,2025-04-14
NICE,380,191,0.5,-0.15000000000000002,60,34,0.57,0.07594936708860756,0.1516,2502,2024-01-02,2025-07-10,2025-04-14
NVO,380,187,0.49,-0.29000000000000004,60,34,0.57,0.07575757575757569,0.1512,2503,2024-01-02,2025-07-10,2025-04-14
FGPMX,380,207,0.54,0.99,60,36,0.6,0.07567567567567557,0.151,2504,2024-01-02,2025-07-10,2025-04-14
MAPOX,380,208,0.55,0.1399999999999999,60,34,0.57,0.07547169811320731,0.1506,2505,2024-01-02,2025-07-10,2025-04-14
VDIGX,380,201,0.53,0.1399999999999999,60,34,0.57,0.07547169811320731,0.1506,2505,2024-01-02,2025-07-10,2025-04-14
BTBFX,380,208,0.55,0.1499999999999999,60,34,0.57,0.0747663551401867,0.1492,2507,2024-01-02,2025-07-10,2025-04-14
RRTAX,380,206,0.54,0.1499999999999999,60,39,0.65,0.0747663551401867,0.1492,2507,2024-01-02,2025-07-10,2025-04-14
VALE,380,178,0.47,-0.28,60,31,0.52,0.07462686567164178,0.1489,2509,2024-01-02,2025-07-10,2025-04-14
UNP,380,185,0.49,0.010000000000000009,60,31,0.52,0.07446808510638303,0.1486,2510,2024-01-02,2025-07-10,2025-04-14
ISRG,380,204,0.54,0.5900000000000001,60,31,0.52,0.07432432432432434,0.1483,2511,2024-01-02,2025-07-10,2025-04-14
PPIPX,380,207,0.54,0.15999999999999992,60,39,0.65,0.07407407407407396,0.1479,2512,2024-01-02,2025-07-10,2025-04-14
VGWAX,380,211,0.56,0.15999999999999992,60,42,0.7,0.07407407407407396,0.1479,2512,2024-01-02,2025-07-10,2025-04-14
VGWLX,380,207,0.54,0.15999999999999992,60,40,0.67,0.07407407407407396,0.1479,2512,2024-01-02,2025-07-10,2025-04-14
RRTBX,380,204,0.54,0.15999999999999992,60,38,0.63,0.07407407407407396,0.1479,2512,2024-01-02,2025-07-10,2025-04-14
TRRAX,380,203,0.53,0.15999999999999992,60,38,0.63,0.07407407407407396,0.1479,2512,2024-01-02,2025-07-10,2025-04-14
PARBX,380,200,0.53,0.15999999999999992,60,38,0.63,0.07407407407407396,0.1479,2512,2024-01-02,2025-07-10,2025-04-14
BRIUX,380,198,0.52,0.15999999999999992,60,32,0.53,0.07407407407407396,0.1478,2518,2024-01-02,2025-07-10,2025-04-14
BRIIX,380,198,0.52,0.15999999999999992,60,31,0.52,0.07407407407407396,0.1478,2518,2024-01-02,2025-07-10,2025-04-14
SCS,380,186,0.49,-0.13,60,26,0.43,0.07407407407407396,0.1477,2520,2024-01-02,2025-07-10,2025-04-14
PSGCX,380,184,0.48,0.020000000000000018,60,34,0.57,0.0736842105263158,0.147,2521,2024-01-02,2025-07-10,2025-04-14
NMI,380,195,0.51,0.16999999999999993,60,36,0.6,0.07339449541284382,0.1465,2522,2024-01-02,2025-07-10,2025-04-14
MMT,380,178,0.47,0.16999999999999993,60,31,0.52,0.07339449541284382,0.1464,2523,2024-01-02,2025-07-10,2025-04-14
AMBC,380,188,0.49,-0.56,60,33,0.55,0.07317073170731714,0.146,2524,2024-01-02,2025-07-10,2025-04-14
IBCGX,380,197,0.52,0.030000000000000027,60,33,0.55,0.07291666666666674,0.1455,2525,2024-01-02,2025-07-10,2025-04-14
BGRFX,380,193,0.51,0.030000000000000027,60,30,0.5,0.07291666666666674,0.1455,2525,2024-01-02,2025-07-10,2025-04-14
VRSGX,380,188,0.49,0.030000000000000027,60,34,0.57,0.07291666666666674,0.1455,2525,2024-01-02,2025-07-10,2025-04-14
PXSGX,380,185,0.49,0.030000000000000027,60,34,0.57,0.07291666666666674,0.1455,2525,2024-01-02,2025-07-10,2025-04-14
RWIIX,380,195,0.51,0.030000000000000027,60,29,0.48,0.07291666666666674,0.1455,2525,2024-01-02,2025-07-10,2025-04-14
RWSIX,380,184,0.48,0.030000000000000027,60,34,0.57,0.07291666666666674,0.1455,2525,2024-01-02,2025-07-10,2025-04-14
PSGAX,380,187,0.49,0.030000000000000027,60,34,0.57,0.07291666666666674,0.1455,2525,2024-01-02,2025-07-10,2025-04-14
BGRIX,380,194,0.51,0.040000000000000036,60,30,0.5,0.07216494845360821,0.144,2532,2024-01-02,2025-07-10,2025-04-14
NREF,380,197,0.52,0.040000000000000036,60,35,0.58,0.07216494845360821,0.144,2532,2024-01-02,2025-07-10,2025-04-14
BGRUX,380,194,0.51,0.040000000000000036,60,30,0.5,0.07216494845360821,0.144,2532,2024-01-02,2025-07-10,2025-04-14
ELME,380,191,0.5,0.18999999999999995,60,32,0.53,0.072072072072072,0.1438,2535,2024-01-02,2025-07-10,2025-04-14
NGJCX,380,197,0.52,0.050000000000000044,60,36,0.6,0.0714285714285714,0.1426,2536,2024-01-02,2025-07-10,2025-04-14
EIPFX,380,217,0.57,0.3500000000000001,60,36,0.6,0.0714285714285714,0.1426,2536,2024-01-02,2025-07-10,2025-04-14
MINVX,380,198,0.52,0.19999999999999996,60,29,0.48,0.0714285714285714,0.1425,2538,2024-01-02,2025-07-10,2025-04-14
SND,380,189,0.5,0.050000000000000044,60,31,0.52,0.0714285714285714,0.1425,2538,2024-01-02,2025-07-10,2025-04-14
MNVRX,380,199,0.52,0.19999999999999996,60,29,0.48,0.0714285714285714,0.1425,2538,2024-01-02,2025-07-10,2025-04-14
MIVIX,380,198,0.52,0.19999999999999996,60,29,0.48,0.0714285714285714,0.1425,2538,2024-01-02,2025-07-10,2025-04-14
EIPIX,380,214,0.56,0.3600000000000001,60,35,0.58,0.07086614173228356,0.1414,2542,2024-01-02,2025-07-10,2025-04-14
NGL-PC,380,180,0.47,0.20999999999999996,60,34,0.57,0.07079646017699126,0.1413,2543,2024-01-02,2025-07-10,2025-04-14
NGJAX,380,196,0.52,0.06000000000000005,60,35,0.58,0.07070707070707072,0.1411,2544,2024-01-02,2025-07-10,2025-04-14
HBI,380,182,0.48,0.06000000000000005,60,30,0.5,0.07070707070707072,0.1411,2544,2024-01-02,2025-07-10,2025-04-14
ENS,380,198,0.52,-0.08999999999999997,60,35,0.58,0.07058823529411762,0.1409,2546,2024-01-02,2025-07-10,2025-04-14
FGADX,380,207,0.54,0.98,60,36,0.6,0.07027027027027022,0.1403,2547,2024-01-02,2025-07-10,2025-04-14
FNKO,380,194,0.51,-0.39,60,30,0.5,0.07017543859649122,0.14,2548,2024-01-02,2025-07-10,2025-04-14
NGJIX,380,198,0.52,0.07000000000000006,60,36,0.6,0.07000000000000006,0.1397,2549,2024-01-02,2025-07-10,2025-04-14
NGJFX,380,197,0.52,0.07000000000000006,60,36,0.6,0.07000000000000006,0.1397,2549,2024-01-02,2025-07-10,2025-04-14
KIFYX,380,200,0.53,0.07000000000000006,60,35,0.58,0.07000000000000006,0.1397,2549,2024-01-02,2025-07-10,2025-04-14
VGSCX,380,199,0.52,0.08000000000000007,60,37,0.62,0.06930693069306937,0.1384,2552,2024-01-02,2025-07-10,2025-04-14
KIM,380,191,0.5,0.08000000000000007,60,30,0.5,0.06930693069306937,0.1383,2553,2024-01-02,2025-07-10,2025-04-14
NFG,380,213,0.56,0.7,60,32,0.53,0.0691823899371069,0.1381,2554,2024-01-02,2025-07-10,2025-04-14
WES,380,204,0.54,0.56,60,32,0.53,0.06849315068493156,0.1367,2555,2024-01-02,2025-07-10,2025-04-14
WBA,380,164,0.43,-0.53,60,31,0.52,0.06818181818181812,0.1361,2556,2024-01-02,2025-07-10,2025-04-14
FSMEX,380,199,0.52,0.10000000000000009,60,34,0.57,0.06796116504854366,0.1357,2557,2024-01-02,2025-07-10,2025-04-14
CSJRX,380,203,0.53,0.10000000000000009,60,35,0.58,0.06796116504854366,0.1357,2557,2024-01-02,2025-07-10,2025-04-14
WSBFX,380,200,0.53,0.10000000000000009,60,35,0.58,0.06796116504854366,0.1357,2557,2024-01-02,2025-07-10,2025-04-14
PRU,380,208,0.55,0.10000000000000009,60,34,0.57,0.06796116504854366,0.1357,2557,2024-01-02,2025-07-10,2025-04-14
PGNY,380,200,0.53,-0.37,60,33,0.55,0.06779661016949157,0.1353,2561,2024-01-02,2025-07-10,2025-04-14
CSJIX,380,204,0.54,0.1100000000000001,60,35,0.58,0.06730769230769229,0.1344,2562,2024-01-02,2025-07-10,2025-04-14
CSRIX,380,203,0.53,0.1100000000000001,60,35,0.58,0.06730769230769229,0.1344,2562,2024-01-02,2025-07-10,2025-04-14
CSJZX,380,203,0.53,0.1100000000000001,60,35,0.58,0.06730769230769229,0.1344,2562,2024-01-02,2025-07-10,2025-04-14
CSRSX,380,204,0.54,0.1100000000000001,60,35,0.58,0.06730769230769229,0.1344,2562,2024-01-02,2025-07-10,2025-04-14
NWKDX,380,189,0.5,0.1100000000000001,60,30,0.5,0.06730769230769229,0.1343,2566,2024-01-02,2025-07-10,2025-04-14
NWKCX,380,188,0.49,0.1100000000000001,60,30,0.5,0.06730769230769229,0.1343,2566,2024-01-02,2025-07-10,2025-04-14
NWHZX,380,189,0.5,0.1100000000000001,60,30,0.5,0.06730769230769229,0.1343,2566,2024-01-02,2025-07-10,2025-04-14
HAHCX,380,155,0.41,0.1100000000000001,60,31,0.52,0.06730769230769229,0.1343,2566,2024-01-02,2025-07-10,2025-04-14
ADBE,380,189,0.5,-0.36,60,36,0.6,0.06666666666666665,0.1331,2570,2024-01-02,2025-07-10,2025-04-14
DNHYX,380,164,0.43,0.1200000000000001,60,32,0.53,0.06666666666666665,0.1331,2570,2024-01-02,2025-07-10,2025-04-14
PJEAX,380,198,0.52,0.1200000000000001,60,35,0.58,0.06666666666666665,0.1331,2570,2024-01-02,2025-07-10,2025-04-14
ESTC,380,190,0.5,-0.19999999999999996,60,34,0.57,0.06666666666666665,0.1331,2570,2024-01-02,2025-07-10,2025-04-14
IBN,380,189,0.5,0.43999999999999995,60,25,0.42,0.06666666666666665,0.133,2574,2024-01-02,2025-07-10,2025-04-14
HAHSX,380,151,0.4,0.1200000000000001,60,31,0.52,0.06666666666666665,0.133,2574,2024-01-02,2025-07-10,2025-04-14
HAL,380,193,0.51,-0.36,60,28,0.47,0.06666666666666665,0.133,2574,2024-01-02,2025-07-10,2025-04-14
HAHAX,380,149,0.39,0.1200000000000001,60,29,0.48,0.06666666666666665,0.133,2574,2024-01-02,2025-07-10,2025-04-14
HAHVX,380,138,0.36,0.1299999999999999,60,31,0.52,0.06603773584905648,0.1318,2578,2024-01-02,2025-07-10,2025-04-14
HIBSX,380,207,0.54,0.1299999999999999,60,34,0.57,0.06603773584905648,0.1318,2578,2024-01-02,2025-07-10,2025-04-14
HSTAX,380,205,0.54,0.1299999999999999,60,34,0.57,0.06603773584905648,0.1318,2578,2024-01-02,2025-07-10,2025-04-14
HAHFX,380,147,0.39,0.1299999999999999,60,30,0.5,0.06603773584905648,0.1318,2578,2024-01-02,2025-07-10,2025-04-14
LSOFX,380,190,0.5,0.1299999999999999,60,33,0.55,0.06603773584905648,0.1318,2578,2024-01-02,2025-07-10,2025-04-14
PJEQX,380,196,0.52,0.1299999999999999,60,35,0.58,0.06603773584905648,0.1318,2578,2024-01-02,2025-07-10,2025-04-14
PJEZX,380,195,0.51,0.1299999999999999,60,34,0.57,0.06603773584905648,0.1318,2578,2024-01-02,2025-07-10,2025-04-14
JENRX,380,203,0.53,0.1299999999999999,60,31,0.52,0.06603773584905648,0.1318,2578,2024-01-02,2025-07-10,2025-04-14
FRGOX,380,206,0.54,0.95,60,35,0.58,0.06557377049180313,0.1309,2586,2024-01-02,2025-07-10,2025-04-14
JENIX,380,205,0.54,0.1399999999999999,60,32,0.53,0.06542056074766345,0.1306,2587,2024-01-02,2025-07-10,2025-04-14
PSQGX,380,200,0.53,0.1399999999999999,60,35,0.58,0.06542056074766345,0.1306,2587,2024-01-02,2025-07-10,2025-04-14
TCRRX,380,144,0.38,0.1399999999999999,60,30,0.5,0.06542056074766345,0.1306,2587,2024-01-02,2025-07-10,2025-04-14
JENYX,380,206,0.54,0.1399999999999999,60,32,0.53,0.06542056074766345,0.1306,2587,2024-01-02,2025-07-10,2025-04-14
JENSX,380,205,0.54,0.1399999999999999,60,32,0.53,0.06542056074766345,0.1306,2587,2024-01-02,2025-07-10,2025-04-14
LKBLX,380,199,0.52,0.1399999999999999,60,33,0.55,0.06542056074766345,0.1306,2587,2024-01-02,2025-07-10,2025-04-14
PHCHX,380,113,0.3,0.1399999999999999,60,22,0.37,0.06542056074766345,0.1305,2593,2024-01-02,2025-07-10,2025-04-14
FTV,380,192,0.51,-0.020000000000000018,60,31,0.52,0.06521739130434767,0.1302,2594,2024-01-02,2025-07-10,2025-04-14
AWIIX,380,199,0.52,0.1499999999999999,60,35,0.58,0.06481481481481466,0.1294,2595,2024-01-02,2025-07-10,2025-04-14
BRHYX,380,166,0.44,0.1499999999999999,60,34,0.57,0.06481481481481466,0.1294,2595,2024-01-02,2025-07-10,2025-04-14
PRSIX,380,205,0.54,0.1499999999999999,60,41,0.68,0.06481481481481466,0.1294,2595,2024-01-02,2025-07-10,2025-04-14
PARAX,380,200,0.53,0.1499999999999999,60,38,0.63,0.06481481481481466,0.1294,2595,2024-01-02,2025-07-10,2025-04-14
VRHYX,380,109,0.29,0.1499999999999999,60,22,0.37,0.06481481481481466,0.1292,2599,2024-01-02,2025-07-10,2025-04-14
FSHNX,380,160,0.42,0.15999999999999992,60,31,0.52,0.06422018348623837,0.1282,2600,2024-01-02,2025-07-10,2025-04-14
TRVG,380,153,0.4,0.5,60,20,0.33,0.06382978723404253,0.1273,2601,2024-01-02,2025-07-10,2025-04-14
MSFLX,380,197,0.52,0.16999999999999993,60,31,0.52,0.06363636363636349,0.127,2602,2024-01-02,2025-07-10,2025-04-14
MSFAX,380,200,0.53,0.17999999999999994,60,32,0.53,0.06306306306306286,0.1259,2603,2024-01-02,2025-07-10,2025-04-14
MSFBX,380,199,0.52,0.17999999999999994,60,31,0.52,0.06306306306306286,0.1259,2603,2024-01-02,2025-07-10,2025-04-14
MGISX,380,199,0.52,0.17999999999999994,60,31,0.52,0.06306306306306286,0.1259,2603,2024-01-02,2025-07-10,2025-04-14
FIKIX,380,210,0.55,0.3600000000000001,60,36,0.6,0.0625,0.1248,2606,2024-01-02,2025-07-10,2025-04-14
FSUTX,380,209,0.55,0.3600000000000001,60,36,0.6,0.0625,0.1248,2606,2024-01-02,2025-07-10,2025-04-14
ACCO,380,177,0.47,-0.31999999999999995,60,29,0.48,0.0625,0.1247,2608,2024-01-02,2025-07-10,2025-04-14
INFY,380,186,0.49,0.030000000000000027,60,31,0.52,0.061855670103092786,0.1235,2609,2024-01-02,2025-07-10,2025-04-14
ESS,380,215,0.57,0.20999999999999996,60,35,0.58,0.06140350877192979,0.1226,2610,2024-01-02,2025-07-10,2025-04-14
MCS,380,190,0.5,0.20999999999999996,60,32,0.53,0.06140350877192979,0.1226,2610,2024-01-02,2025-07-10,2025-04-14
GURCX,380,196,0.52,0.040000000000000036,60,35,0.58,0.061224489795918435,0.1222,2612,2024-01-02,2025-07-10,2025-04-14
V,380,227,0.6,0.3899999999999999,60,39,0.65,0.061068702290076216,0.1219,2613,2024-01-02,2025-07-10,2025-04-14
GURAX,380,196,0.52,0.050000000000000044,60,34,0.57,0.06060606060606055,0.121,2614,2024-01-02,2025-07-10,2025-04-14
UPS,380,188,0.49,-0.30000000000000004,60,29,0.48,0.06060606060606055,0.121,2614,2024-01-02,2025-07-10,2025-04-14
LNG,380,202,0.53,0.3999999999999999,60,30,0.5,0.06060606060606055,0.121,2614,2024-01-02,2025-07-10,2025-04-14
TRIN,380,191,0.5,0.22999999999999998,60,26,0.43,0.06034482758620685,0.1204,2617,2024-01-02,2025-07-10,2025-04-14
DHR,380,197,0.52,-0.12,60,37,0.62,0.06024096385542177,0.1203,2618,2024-01-02,2025-07-10,2025-04-14
ET,380,204,0.54,0.4099999999999999,60,29,0.48,0.0601503759398494,0.1201,2619,2024-01-02,2025-07-10,2025-04-14
KIFAX,380,197,0.52,0.06000000000000005,60,34,0.57,0.06000000000000005,0.1198,2620,2024-01-02,2025-07-10,2025-04-14
FSRNX,380,200,0.53,0.07000000000000006,60,37,0.62,0.05940594059405946,0.1186,2621,2024-01-02,2025-07-10,2025-04-14
WAT,380,183,0.48,0.08000000000000007,60,32,0.53,0.05882352941176472,0.1174,2622,2024-01-02,2025-07-10,2025-04-14
CSJCX,380,203,0.53,0.09000000000000008,60,35,0.58,0.058252427184465994,0.1163,2623,2024-01-02,2025-07-10,2025-04-14
TRT,380,172,0.45,0.09000000000000008,60,28,0.47,0.058252427184465994,0.1163,2623,2024-01-02,2025-07-10,2025-04-14
VRREX,380,193,0.51,0.10000000000000009,60,32,0.53,0.05769230769230771,0.1152,2625,2024-01-02,2025-07-10,2025-04-14
CSJAX,380,203,0.53,0.10000000000000009,60,35,0.58,0.05769230769230771,0.1152,2625,2024-01-02,2025-07-10,2025-04-14
DCHYX,380,175,0.46,0.10000000000000009,60,31,0.52,0.05769230769230771,0.1152,2625,2024-01-02,2025-07-10,2025-04-14
HFSAX,380,194,0.51,0.10000000000000009,60,34,0.57,0.05769230769230771,0.1152,2625,2024-01-02,2025-07-10,2025-04-14
BIVIX,380,168,0.44,-0.07999999999999996,60,29,0.48,0.05747126436781613,0.1147,2629,2024-01-02,2025-07-10,2025-04-14
HAHRX,380,146,0.38,0.1100000000000001,60,30,0.5,0.05714285714285716,0.1141,2630,2024-01-02,2025-07-10,2025-04-14
HYPSX,380,139,0.37,0.1100000000000001,60,29,0.48,0.05714285714285716,0.1141,2630,2024-01-02,2025-07-10,2025-04-14
DAHYX,380,185,0.49,0.1100000000000001,60,33,0.55,0.05714285714285716,0.1141,2630,2024-01-02,2025-07-10,2025-04-14
SEIRX,380,196,0.52,0.1100000000000001,60,33,0.55,0.05714285714285716,0.1141,2630,2024-01-02,2025-07-10,2025-04-14
SAMHX,380,139,0.37,0.1100000000000001,60,27,0.45,0.05714285714285716,0.114,2634,2024-01-02,2025-07-10,2025-04-14
VLIFX,380,197,0.52,0.1200000000000001,60,34,0.57,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
VEL,380,189,0.5,0.1200000000000001,60,32,0.53,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
VIR,380,179,0.47,-0.43999999999999995,60,31,0.52,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
VHYLX,380,157,0.41,0.1200000000000001,60,33,0.55,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
SREYX,380,195,0.51,0.1200000000000001,60,32,0.53,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
VWINX,380,203,0.53,0.1200000000000001,60,34,0.57,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
BHYCX,380,148,0.39,0.1200000000000001,60,30,0.5,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
SGHRX,380,136,0.36,0.1200000000000001,60,27,0.45,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
SGHAX,380,130,0.34,0.1200000000000001,60,26,0.43,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
MDT,380,213,0.56,0.1200000000000001,60,37,0.62,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
HAHYX,380,156,0.41,0.1200000000000001,60,31,0.52,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
HAHTX,380,146,0.38,0.1200000000000001,60,31,0.52,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
HAHIX,380,148,0.39,0.1200000000000001,60,29,0.48,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
VWIAX,380,205,0.54,0.1200000000000001,60,36,0.6,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
RHYAX,380,168,0.44,0.1200000000000001,60,36,0.6,0.05660377358490565,0.113,2635,2024-01-02,2025-07-10,2025-04-14
CPHYX,380,141,0.37,0.1200000000000001,60,24,0.4,0.05660377358490565,0.1129,2650,2024-01-02,2025-07-10,2025-04-14
PHYTX,380,136,0.36,0.1200000000000001,60,24,0.4,0.05660377358490565,0.1129,2650,2024-01-02,2025-07-10,2025-04-14
GTLB,380,188,0.49,-0.25,60,33,0.55,0.05633802816901423,0.1125,2652,2024-01-02,2025-07-10,2025-04-14
PMT-PB,380,204,0.54,0.1299999999999999,60,37,0.62,0.05607476635513997,0.112,2653,2024-01-02,2025-07-10,2025-04-14
MGHYX,380,141,0.37,0.1299999999999999,60,29,0.48,0.05607476635513997,0.1119,2654,2024-01-02,2025-07-10,2025-04-14
FHYSX,380,140,0.37,0.1299999999999999,60,27,0.45,0.05607476635513997,0.1119,2654,2024-01-02,2025-07-10,2025-04-14
RGHYX,380,172,0.45,0.1299999999999999,60,31,0.52,0.05607476635513997,0.1119,2654,2024-01-02,2025-07-10,2025-04-14
BHYRX,380,148,0.39,0.1299999999999999,60,30,0.5,0.05607476635513997,0.1119,2654,2024-01-02,2025-07-10,2025-04-14
PIAMX,380,174,0.46,0.1299999999999999,60,27,0.45,0.05607476635513997,0.1119,2654,2024-01-02,2025-07-10,2025-04-14
PAOPX,380,147,0.39,0.1299999999999999,60,30,0.5,0.05607476635513997,0.1119,2654,2024-01-02,2025-07-10,2025-04-14
PRCPX,380,142,0.37,0.1299999999999999,60,31,0.52,0.05607476635513997,0.1119,2654,2024-01-02,2025-07-10,2025-04-14
PGHCX,380,102,0.27,0.1299999999999999,60,20,0.33,0.05607476635513997,0.1118,2661,2024-01-02,2025-07-10,2025-04-14
KGC,380,211,0.56,1.6400000000000001,60,32,0.53,0.05600000000000005,0.1118,2661,2024-01-02,2025-07-10,2025-04-14
FHIRX,380,65,0.17,0.1299999999999999,60,14,0.23,0.05607476635513997,0.1117,2663,2024-01-02,2025-07-10,2025-04-14
FCHIX,380,56,0.15,0.1299999999999999,60,12,0.2,0.05607476635513997,0.1116,2664,2024-01-02,2025-07-10,2025-04-14
BHYIX,380,151,0.4,0.1399999999999999,60,30,0.5,0.05555555555555536,0.1109,2665,2024-01-02,2025-07-10,2025-04-14
BHYSX,380,160,0.42,0.1399999999999999,60,31,0.52,0.05555555555555536,0.1109,2665,2024-01-02,2025-07-10,2025-04-14
BUIHX,380,183,0.48,0.1399999999999999,60,36,0.6,0.05555555555555536,0.1109,2665,2024-01-02,2025-07-10,2025-04-14
RITCX,380,170,0.45,0.1399999999999999,60,33,0.55,0.05555555555555536,0.1109,2665,2024-01-02,2025-07-10,2025-04-14
PHSIX,380,162,0.43,0.1399999999999999,60,29,0.48,0.05555555555555536,0.1109,2665,2024-01-02,2025-07-10,2025-04-14
PHSPX,380,161,0.42,0.1399999999999999,60,29,0.48,0.05555555555555536,0.1109,2665,2024-01-02,2025-07-10,2025-04-14
GHVIX,380,194,0.51,0.1399999999999999,60,36,0.6,0.05555555555555536,0.1109,2665,2024-01-02,2025-07-10,2025-04-14
GNL,380,187,0.49,-0.050000000000000044,60,28,0.47,0.05555555555555558,0.1109,2665,2024-01-02,2025-07-10,2025-04-14
RTEHX,380,175,0.46,0.1399999999999999,60,33,0.55,0.05555555555555536,0.1109,2665,2024-01-02,2025-07-10,2025-04-14
VEGBX,380,200,0.53,0.1399999999999999,60,37,0.62,0.05555555555555536,0.1109,2665,2024-01-02,2025-07-10,2025-04-14
